index,start_expression,halide_result,halide_time
5413,( max ( max ( max ( / ( + ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / v1 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / v1 16 ) ) 8 ) 8 ) ) ) 7 ) 2 ) ( + ( max ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) ( + ( min ( / ( - ( + v0 v1 ) 194 ) 32 ) ( + ( / v1 32 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 30 ) 32 ) ( / v1 32 ) ) 8 ) 8 ) ) ) 5 ) ) 2 ) ) ( + ( / ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / v1 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / v1 16 ) ) 8 ) 8 ) ) ) 2 ) 4 ) ) ( / ( + ( + 7 ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / v1 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / v1 16 ) ) 8 ) 8 ) ) ) ) 1 ) 2 ) ),( max ( max ( / ( + ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / v1 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / v1 16 ) ) 8 ) 8 ) ) ) 7 ) 2 ) ( + ( max ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) ( + ( min ( / ( - ( + v0 v1 ) 194 ) 32 ) ( + ( / v1 32 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 30 ) 32 ) ( / v1 32 ) ) 8 ) 8 ) ) ) 5 ) ) 2 ) ) ( + ( / ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / v1 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / v1 16 ) ) 8 ) 8 ) ) ) 2 ) 4 ) ),36
5414,( <= v0 v1 ),( <= v0 v1 ),11
5415,( min ( - ( * ( min ( - v0 7 ) v1 ) 2 ) 1 ) ( + 0 ( / ( - ( + ( min v2 50 ) v3 ) 50 ) 8 ) ) ),( min ( / ( - ( + ( min v2 50 ) v3 ) 50 ) 8 ) ( - ( * ( min ( - v0 7 ) v1 ) 2 ) 1 ) ),9
5416,( max ( + ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 32 ) 32 ) v1 ) 31 ) v0 ) 2 ) 1 ) ( + ( * ( + 31 ( min ( + ( * ( / ( - v0 v1 ) 32 ) 32 ) v1 ) ( - v0 31 ) ) ) 2 ) 1 ) ),( + ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 32 ) 32 ) v1 ) 31 ) v0 ) 2 ) 1 ),12
5417,( + ( - v0 v1 ) ( / ( + v2 1 ) 2 ) ),( + ( / ( + v2 1 ) 2 ) ( - v0 v1 ) ),3
5418,( - ( * ( % ( / ( + v0 v1 ) 2 ) 4 ) ( + v2 1 ) ) v3 ),( - ( * ( % ( / ( + v1 v0 ) 2 ) 4 ) ( + v2 1 ) ) v3 ),12
5419,( + ( * v0 2 ) 256 ),( + ( * v0 2 ) 256 ),2
5420,( min ( + ( / v0 8 ) ( * ( / ( - ( / ( + ( + v1 v0 ) 6 ) 8 ) ( / v0 8 ) ) 8 ) 8 ) ) ( / ( - ( + v1 v0 ) 50 ) 8 ) ),( min ( / ( - ( + v1 v0 ) 50 ) 8 ) ( + ( / v0 8 ) ( * ( / ( - ( / ( + ( + v1 v0 ) 6 ) 8 ) ( / v0 8 ) ) 8 ) 8 ) ) ),10
5421,( min ( min ( / ( - ( + ( min v0 256 ) v1 ) 255 ) 2 ) ( - ( min ( / ( + ( min v0 256 ) v1 ) 2 ) ( + ( * ( min ( - v2 63 ) v3 ) 2 ) 127 ) ) 128 ) ) ( / ( + ( + 0 ( - ( + ( min v0 256 ) v1 ) 256 ) ) 1 ) 2 ) ),( min ( / ( - ( + ( min v0 256 ) v1 ) 255 ) 2 ) ( - ( min ( / ( + ( min v0 256 ) v1 ) 2 ) ( + ( * ( min ( - v2 63 ) v3 ) 2 ) 127 ) ) 128 ) ),12
5422,( / ( - ( / ( + ( min v0 64 ) v1 ) 2 ) 32 ) 2 ),( - ( / ( + ( min v0 64 ) v1 ) 4 ) 16 ),6
5423,( max ( / ( + ( + v0 v1 ) 62 ) 64 ) ( / ( + ( / ( + ( + v0 v1 ) 30 ) 32 ) 1 ) 2 ) ),( / ( + ( + v0 v1 ) 62 ) 64 ),3
5424,( / ( / ( + v0 65 ) 2 ) 2 ),( / ( + v0 65 ) 4 ),2
5425,( min ( + ( * 0 32 ) v0 ) ( - v1 31 ) ),( min ( - v1 31 ) v0 ),12
5426,( min ( + ( * ( min ( / ( - v0 v1 ) 8 ) 0 ) 8 ) v1 ) ( - v0 7 ) ),( min ( + ( * ( min ( / ( - v0 v1 ) 8 ) 0 ) 8 ) v1 ) ( - v0 7 ) ),10
5427,( / ( + ( - ( + ( min v0 64 ) v1 ) 64 ) 78 ) 16 ),( / ( + ( + ( min v0 64 ) v1 ) 14 ) 16 ),10
5428,( - ( * ( % ( / ( + v0 v1 ) 2 ) 4 ) ( + v2 8 ) ) v3 ),( - ( * ( % ( / ( + v1 v0 ) 2 ) 4 ) ( + v2 8 ) ) v3 ),8
5429,( min ( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ) ( + ( min ( - v0 7 ) v1 ) ( * ( / ( - ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( min ( - v0 7 ) v1 ) ) 8 ) 8 ) ) ),( min ( min ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) ( - v0 7 ) ) ( + ( min ( - v0 7 ) v1 ) ( * ( / ( - ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( min ( - v0 7 ) v1 ) ) 8 ) 8 ) ) ),64
5430,( + ( * ( min ( - v0 15 ) v1 ) 2 ) 32 ),( + ( * ( min ( - v0 15 ) v1 ) 2 ) 32 ),3
5431,( + ( - v0 16 ) 0 ),( - v0 16 ),4
5432,( - ( * ( min ( + ( * ( / ( - v0 v1 ) 64 ) 64 ) v1 ) ( - v0 63 ) ) 2 ) 1 ),( - ( * ( min ( + ( * ( / ( - v0 v1 ) 64 ) 64 ) v1 ) ( - v0 63 ) ) 2 ) 1 ),11
5433,( min ( max ( - ( min ( + v0 v1 ) 1 ) 1 ) v1 ) ( max ( min v2 ( - ( + v0 v1 ) 1 ) ) v1 ) ),( max ( min ( - ( min ( + v0 v1 ) 1 ) 1 ) v2 ) v1 ),10
5434,( - ( * ( - ( / ( + v0 v1 ) 2 ) ( / v1 2 ) ) 129 ) v2 ),( - ( * ( - ( / ( + v0 v1 ) 2 ) ( / v1 2 ) ) 129 ) v2 ),7
5435,( min ( - ( min ( / ( + ( min v0 256 ) v1 ) 4 ) ( + ( * ( min ( - v2 127 ) v3 ) 2 ) 63 ) ) 64 ) ( - ( / ( + ( min v0 256 ) v1 ) 4 ) 64 ) ),( - ( min ( / ( + ( min v0 256 ) v1 ) 4 ) ( + ( * ( min ( - v2 127 ) v3 ) 2 ) 63 ) ) 64 ),14
5436,( / ( - v0 10 ) 4 ),( / ( - v0 10 ) 4 ),2
5437,( + ( - ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( min ( - v0 7 ) v1 ) ) 1 ),( + ( - ( min ( + ( + ( * ( / ( - v0 v1 ) 8 ) 8 ) v1 ) 7 ) v0 ) ( min ( - v0 7 ) v1 ) ) 1 ),74
5438,( - v0 v1 ),( - v0 v1 ),6
5439,( + ( + ( * v0 v1 ) v2 ) v3 ),( + ( + ( * v0 v1 ) v2 ) v3 ),2
5440,( - ( * ( + v0 v1 ) ( + v2 1 ) ) v3 ),( - ( * ( + v0 v1 ) ( + v2 1 ) ) v3 ),5
5441,( max ( max ( max ( / ( + ( min ( / ( - ( + v0 v1 ) 26 ) 4 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 4 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 2 ) 4 ) ( / ( + ( min v0 8 ) v1 ) 4 ) ) 2 ) 8 ) 8 ) ) 2 ) ) 7 ) 2 ) ( + ( max ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) ( + ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) 1 ) ) 5 ) ) 2 ) ) ( + ( / ( min ( / ( - ( + v0 v1 ) 26 ) 4 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 4 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 2 ) 4 ) ( / ( + ( min v0 8 ) v1 ) 4 ) ) 2 ) 8 ) 8 ) ) 2 ) ) 2 ) 4 ) ) ( / ( + ( + 7 ( min ( / ( - ( + v0 v1 ) 26 ) 4 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 4 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 2 ) 4 ) ( / ( + ( min v0 8 ) v1 ) 4 ) ) 2 ) 8 ) 8 ) ) 2 ) ) ) 1 ) 2 ) ),( max ( max ( / ( + ( min ( / ( - ( + v0 v1 ) 26 ) 4 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 4 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 2 ) 4 ) ( / ( + ( min v0 8 ) v1 ) 4 ) ) 2 ) 8 ) 8 ) ) 2 ) ) 7 ) 2 ) ( + ( max ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) ( + ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) 1 ) ) 5 ) ) 2 ) ) ( + ( / ( min ( / ( - ( + v0 v1 ) 26 ) 4 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 4 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 2 ) 4 ) ( / ( + ( min v0 8 ) v1 ) 4 ) ) 2 ) 8 ) 8 ) ) 2 ) ) 2 ) 4 ) ),40
5442,( min ( - ( + ( / ( + ( min v0 8 ) v1 ) 4 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 2 ) 4 ) ( / ( + ( min v0 8 ) v1 ) 4 ) ) 2 ) 8 ) 8 ) ) 2 ) ( / ( - ( + v0 v1 ) 26 ) 4 ) ),( min ( / ( - ( + v0 v1 ) 26 ) 4 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 4 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 2 ) 4 ) ( / ( + ( min v0 8 ) v1 ) 4 ) ) 2 ) 8 ) 8 ) ) 2 ) ),35
5443,( + 7 ( - ( / ( + v0 v1 ) 2 ) 7 ) ),( / ( + v0 v1 ) 2 ),3
5444,( min ( + ( * 0 32 ) v0 ) ( - v1 32 ) ),( min ( - v1 32 ) v0 ),25
5445,( / ( + ( / ( + ( + v0 v1 ) 1 ) 2 ) 1 ) 2 ),( / ( + ( + v0 v1 ) 3 ) 4 ),4
5446,( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ),( - ( / ( + v0 v1 ) 2 ) ( / ( + ( min v0 8 ) v1 ) 2 ) ),5
5447,( - ( max v0 0 ) ( max v1 0 ) ),( - ( max v0 0 ) ( max v1 0 ) ),24
5448,( + ( - ( max ( max ( max ( / ( + ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) 1 ) ) 7 ) 2 ) ( + ( max ( * v2 2 ) ( + ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 5 ) ) 2 ) ) ( + ( / ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) 1 ) ) 2 ) 4 ) ) ( min ( + ( + ( * ( / ( - v3 v4 ) 8 ) 8 ) v4 ) 7 ) v3 ) ) ( min ( min ( min ( / ( - ( + ( min v0 98 ) v1 ) 98 ) 16 ) ( - ( * v5 2 ) 1 ) ) ( - v3 7 ) ) v4 ) ) 1 ),( + ( - ( max ( max ( max ( / ( + ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) 1 ) ) 7 ) 2 ) ( + ( max ( * v2 2 ) ( + ( min ( / ( - ( + v0 v1 ) 98 ) 16 ) ( + ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 14 ) 16 ) ( / ( - ( + ( min v0 8 ) v1 ) 8 ) 16 ) ) 8 ) 8 ) ) ) 5 ) ) 2 ) ) ( + ( / ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) 1 ) ) 2 ) 4 ) ) ( min ( + ( + ( * ( / ( - v3 v4 ) 8 ) 8 ) v4 ) 7 ) v3 ) ) ( min ( min ( min ( / ( - ( + ( min v0 98 ) v1 ) 98 ) 16 ) ( - ( * v5 2 ) 1 ) ) ( - v3 7 ) ) v4 ) ) 1 ),42
5449,( + ( - ( max v0 0 ) ( max v1 0 ) ) 2 ),( + ( - ( max v0 0 ) ( max v1 0 ) ) 2 ),27
5450,( + ( + ( * v0 v1 ) ( * v2 v3 ) ) v4 ),( + ( + ( * v0 v1 ) ( * v2 v3 ) ) v4 ),7
5451,( max ( / ( + ( max ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) 1 ) ) ( min ( / ( - ( + v0 v1 ) 42 ) 8 ) ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) ) ) 7 ) 2 ) ( / ( + 7 ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) 1 ) ) ) 2 ) ),( / ( + ( max ( min ( / ( - ( + v0 v1 ) 50 ) 8 ) ( - ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) 1 ) ) ( min ( / ( - ( + v0 v1 ) 42 ) 8 ) ( + ( / ( + ( min v0 8 ) v1 ) 8 ) ( * ( / ( + ( - ( / ( + ( + v0 v1 ) 6 ) 8 ) ( / ( + ( min v0 8 ) v1 ) 8 ) ) 1 ) 8 ) 8 ) ) ) ) 7 ) 2 ),54
5452,( max ( max ( / ( + ( + v0 v1 ) 62 ) 64 ) ( + ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) 2 ) ) v2 ),( max ( max ( / ( + ( + v0 v1 ) 62 ) 64 ) ( + ( * ( / ( + ( + v0 v1 ) 126 ) 128 ) 2 ) 2 ) ) v2 ),7
5453,( * ( - v0 v1 ) v2 ),( * ( - v0 v1 ) v2 ),2
5454,( + ( min ( + ( * ( / ( - v0 v1 ) 64 ) 64 ) v1 ) ( - v0 63 ) ) 63 ),( min ( + ( + ( * ( / ( - v0 v1 ) 64 ) 64 ) v1 ) 63 ) v0 ),13
5455,( min ( / v0 64 ) ( / ( + ( / v0 32 ) 1 ) 2 ) ),( / v0 64 ),6
5456,( + ( - ( min ( / ( - ( + v0 v1 ) 770 ) 128 ) ( + ( / v1 128 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 126 ) 128 ) ( / v1 128 ) ) 8 ) 8 ) ) ) ( / ( - ( + ( min v0 770 ) v1 ) 770 ) 128 ) ) 8 ),( + ( - ( min ( / ( - ( + v0 v1 ) 770 ) 128 ) ( + ( / v1 128 ) ( * ( / ( - ( / ( + ( + v0 v1 ) 126 ) 128 ) ( / v1 128 ) ) 8 ) 8 ) ) ) ( / ( - ( + ( min v0 770 ) v1 ) 770 ) 128 ) ) 8 ),16
5457,( min ( - ( * v0 2 ) 1 ) ( / v1 32 ) ),( min ( / v1 32 ) ( - ( * v0 2 ) 1 ) ),6
5458,( / ( / ( + v0 65 ) 2 ) 8 ),( / ( + v0 65 ) 16 ),2
5459,v0,v0,17
5460,( - ( * ( - ( / ( + ( + v0 v1 ) 1 ) 2 ) v2 ) v3 ) v4 ),( - ( * ( - ( / ( + ( + v1 v0 ) 1 ) 2 ) v2 ) v3 ) v4 ),7
5461,( + ( min ( + ( * ( / ( - v0 v1 ) 16 ) 16 ) v1 ) ( - v0 15 ) ) 15 ),( min ( + ( + ( * ( / ( - v0 v1 ) 16 ) 16 ) v1 ) 15 ) v0 ),8
5462,( / ( + ( + 63 ( - ( + v0 v1 ) 64 ) ) 3 ) 4 ),( / ( + ( + v0 v1 ) 2 ) 4 ),6
5463,( + ( - ( max ( max ( / ( + v0 v1 ) 2 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 8 ) 8 ) v5 ) 7 ) v4 ) ) ( min ( min ( min ( / ( - ( + ( min v0 64 ) v1 ) 63 ) 2 ) ( - ( min ( / ( + ( min v0 64 ) v1 ) 2 ) ( + ( * ( min ( - v2 7 ) v3 ) 2 ) 31 ) ) 32 ) ) ( - v4 7 ) ) v5 ) ) 1 ),( + ( - ( max ( max ( / ( + v0 v1 ) 2 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 8 ) 8 ) v3 ) 7 ) v2 ) 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 8 ) 8 ) v5 ) 7 ) v4 ) ) ( min ( min ( min ( / ( - ( + ( min v0 64 ) v1 ) 63 ) 2 ) ( - ( min ( / ( + ( min v0 64 ) v1 ) 2 ) ( + ( * ( min ( - v2 7 ) v3 ) 2 ) 31 ) ) 32 ) ) ( - v4 7 ) ) v5 ) ) 1 ),44
5464,( + v0 ( / v1 2 ) ),( + ( / v1 2 ) v0 ),2
5465,( max ( / ( + v0 70 ) 16 ) ( / ( + ( / ( + v0 70 ) 8 ) 1 ) 2 ) ),( / ( + v0 78 ) 16 ),11
5466,( max ( + v0 63 ) ( + ( + ( * ( - ( + 8 0 ) 1 ) 8 ) ( - ( + 8 0 ) 1 ) ) v0 ) ),( + v0 63 ),4
5467,( min ( / ( + 0 ( / ( - ( + ( min v0 50 ) v1 ) 50 ) 8 ) ) 2 ) ( / ( + ( + 0 ( / ( - ( + ( min v0 50 ) v1 ) 50 ) 8 ) ) 1 ) 2 ) ),( / ( - ( + ( min v0 50 ) v1 ) 50 ) 16 ),72
5468,( - ( max v0 0 ) ( max v1 0 ) ),( - ( max v0 0 ) ( max v1 0 ) ),11
5469,( min ( max ( min ( min ( - v0 32 ) v1 ) ( - ( + v2 v3 ) 1 ) ) v3 ) ( max ( min ( + 0 ( - ( + ( min v4 64 ) v5 ) 64 ) ) ( - ( + v2 v3 ) 1 ) ) v3 ) ),( max ( min ( min ( min ( - v0 32 ) v1 ) ( - ( + v2 v3 ) 1 ) ) ( - ( min ( + ( min v4 64 ) v5 ) ( + ( + v2 v3 ) 63 ) ) 64 ) ) v3 ),29
5470,( <= v0 0 ),( <= v0 0 ),14
5471,( + ( / ( - v0 v1 ) 8 ) 33 ),( + ( / ( - v0 v1 ) 8 ) 33 ),7
5472,( / ( + v0 v1 ) 4 ),( / ( + v0 v1 ) 4 ),4
5473,( - ( * v0 v1 ) v2 ),( - ( * v0 v1 ) v2 ),10
5474,( / ( - ( / ( + ( min v0 64 ) v1 ) 2 ) 32 ) 8 ),( - ( / ( + ( min v0 64 ) v1 ) 16 ) 4 ),8
5475,( / ( / v0 2 ) 8 ),( / v0 16 ),2
5476,( min ( + ( / v0 2 ) ( * 0 8 ) ) ( + ( / v0 2 ) 121 ) ),( / v0 2 ),4
5477,( max ( + ( * ( + 7 v0 ) 2 ) 2 ) ( - ( * ( + 7 v0 ) 2 ) 1 ) ),( + ( * v0 2 ) 16 ),10
5478,( min ( - ( / ( + ( min v0 8 ) v1 ) 2 ) 4 ) ( + 0 ( - ( / ( + ( min v0 14 ) v1 ) 2 ) 7 ) ) ),( - ( / ( + ( min v0 14 ) v1 ) 2 ) 7 ),33
5479,( - ( / ( - v0 14 ) 4 ) v1 ),( - ( / ( - v0 14 ) 4 ) v1 ),5
5480,( max ( max ( / ( + v0 v1 ) 2 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 64 ) 64 ) v3 ) 63 ) v2 ) 2 ) 2 ) ) ( + 7 ( - ( / ( + v0 v1 ) 2 ) 7 ) ) ),( max ( / ( + v0 v1 ) 2 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 64 ) 64 ) v3 ) 63 ) v2 ) 2 ) 2 ) ),11
5481,( + v0 ( * v1 v2 ) ),( + ( * v1 v2 ) v0 ),3
5482,( <= ( min v0 v1 ) 0 ),( <= ( min v0 v1 ) 0 ),4
5483,( * v0 ( - ( / ( + v1 v2 ) 2 ) v3 ) ),( * ( - ( / ( + v2 v1 ) 2 ) v3 ) v0 ),17
5484,( max ( + ( * v0 2 ) 2 ) ( / ( + ( + v1 v2 ) 30 ) 32 ) ),( max ( / ( + ( + v1 v2 ) 30 ) 32 ) ( + ( * v0 2 ) 2 ) ),6
5485,( min ( / v0 4 ) ( - ( * v1 2 ) 1 ) ),( min ( / v0 4 ) ( - ( * v1 2 ) 1 ) ),11
5486,( / ( + ( - v0 v1 ) 7 ) 8 ),( / ( + ( - v0 v1 ) 7 ) 8 ),14
5487,( && ( && ( && ( && ( && 1 ( && ( != v0 v1 ) ( == v2 v3 ) ) ) ( && ( != v0 v1 ) ( == v4 v5 ) ) ) ( && ( != v0 v1 ) ( == v0 v1 ) ) ) 1 ) 1 ),0,28
5488,( max ( + ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 32 ) 32 ) v1 ) 31 ) v0 ) 2 ) 1 ) ( + ( * ( + 31 ( min ( + ( * ( / ( - v0 v1 ) 32 ) 32 ) v1 ) ( - v0 31 ) ) ) 2 ) 2 ) ),( + ( * ( min ( + ( + ( * ( / ( - v0 v1 ) 32 ) 32 ) v1 ) 31 ) v0 ) 2 ) 2 ),20
5489,( + ( - ( * v0 2 ) v1 ) ( * v2 v3 ) ),( + ( * v2 v3 ) ( - ( * v0 2 ) v1 ) ),4
5490,( min ( + ( * 0 8 ) ( - ( + ( min v0 256 ) v1 ) 256 ) ) ( + ( - ( + ( min v0 256 ) v1 ) 256 ) 248 ) ),( - ( + ( min v0 256 ) v1 ) 256 ),12
5491,( min ( + v0 ( * v1 8 ) ) ( - v2 7 ) ),( min ( + ( * v1 8 ) v0 ) ( - v2 7 ) ),8
5492,( / ( + v0 255 ) 256 ),( / ( + v0 255 ) 256 ),4
5493,( + ( max ( min ( + v0 ( * 2 1 ) ) ( - ( + v1 v2 ) 1 ) ) v2 ) ( - ( + ( * ( max ( min v3 ( - ( + v4 v5 ) 1 ) ) v5 ) v6 ) ( * ( max ( min ( - ( + v7 v8 ) 1 ) v9 ) v8 ) v10 ) ) ( + ( * v8 v10 ) ( + ( * v5 v6 ) v2 ) ) ) ),( + ( max ( - ( min ( + v0 3 ) ( + v1 v2 ) ) 1 ) v2 ) ( - ( + ( * ( max ( min ( - ( + v4 v5 ) 1 ) v3 ) v5 ) v6 ) ( * ( max ( min ( - ( + v7 v8 ) 1 ) v9 ) v8 ) v10 ) ) ( + ( * v8 v10 ) ( + ( * v5 v6 ) v2 ) ) ) ),18
5494,( min ( min ( min ( / v0 32 ) ( - ( * v1 2 ) 1 ) ) ( - ( / ( + ( min v2 64 ) v0 ) 32 ) 2 ) ) ( / ( + ( - ( / ( + ( min v2 64 ) v0 ) 16 ) 4 ) 1 ) 2 ) ),( min ( min ( min ( / v0 32 ) ( - ( * v1 2 ) 1 ) ) ( - ( / ( + ( min v2 64 ) v0 ) 32 ) 2 ) ) ( / ( - ( + ( min v2 64 ) v0 ) 48 ) 32 ) ),13
5495,( + ( / ( - v0 v1 ) 8 ) 1 ),( + ( / ( - v0 v1 ) 8 ) 1 ),20
5496,( + ( - ( max ( max ( / ( + v0 v1 ) 2 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 64 ) 64 ) v3 ) 63 ) v2 ) 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 64 ) 64 ) v5 ) 63 ) v4 ) ) ( min ( min ( min ( / ( - ( + ( min v0 256 ) v1 ) 255 ) 2 ) ( - ( min ( / ( + ( min v0 256 ) v1 ) 2 ) ( + ( * ( min ( - v2 63 ) v3 ) 2 ) 127 ) ) 128 ) ) ( - v4 63 ) ) v5 ) ) 1 ),( + ( - ( max ( max ( / ( + v0 v1 ) 2 ) ( + ( * ( min ( + ( + ( * ( / ( - v2 v3 ) 64 ) 64 ) v3 ) 63 ) v2 ) 2 ) 2 ) ) ( min ( + ( + ( * ( / ( - v4 v5 ) 64 ) 64 ) v5 ) 63 ) v4 ) ) ( min ( min ( min ( / ( - ( + ( min v0 256 ) v1 ) 255 ) 2 ) ( - ( min ( / ( + ( min v0 256 ) v1 ) 2 ) ( + ( * ( min ( - v2 63 ) v3 ) 2 ) 127 ) ) 128 ) ) ( - v4 63 ) ) v5 ) ) 1 ),54
5497,( min ( + ( / v0 16 ) ( * 0 8 ) ) ( / ( - ( + v1 v0 ) 98 ) 16 ) ),( / ( - ( + ( min v1 98 ) v0 ) 98 ) 16 ),22
