ID,Expression
8639,( == ( min ( - 35 ( * ( + ( * v0 2 ) v1 ) 4 ) ) ( + ( - ( * ( / ( - ( + v2 v3 ) 1 ) 63 ) 8 ) ( + ( * ( + ( * v0 2 ) v1 ) 4 ) v4 ) ) 18 ) ) ( min ( - 35 ( * ( + ( * v0 2 ) v1 ) 4 ) ) ( + ( - ( * ( / ( - ( + v2 v3 ) 1 ) 63 ) 8 ) ( + ( * ( + ( * v0 2 ) v1 ) 4 ) v4 ) ) 18 ) ) )
8640,( == ( + ( min ( * v0 96 ) 571 ) ( * v1 3 ) ) ( + ( min ( * v0 96 ) 571 ) ( * v1 3 ) ) )
8641,( <= ( + ( / v0 2 ) 1 ) ( - ( / ( - v0 1 ) 2 ) 1 ) )
8642,( == ( min ( + ( * v0 117 ) ( * v1 32 ) ) ( + ( * v2 32 ) 127 ) ) ( min ( + ( * v0 117 ) ( * v1 32 ) ) ( + ( * v2 32 ) 127 ) ) )
8643,( == ( / ( + ( - ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 8 ) 8 ) 1994 ) -5 ) ( max ( min ( * ( / v1 8 ) 8 ) 2002 ) 3 ) ) 139 ) 126 ) ( / ( + ( - ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 8 ) 8 ) 1994 ) -5 ) ( max ( min ( * ( / v1 8 ) 8 ) 2002 ) 3 ) ) 139 ) 126 ) )
8644,( == ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) v2 ) ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) v2 ) )
8645,( == ( + ( / ( - ( / ( - ( + v0 v1 ) 1 ) 63 ) ( / v1 63 ) ) 4 ) 1 ) ( + ( / ( - ( / ( - ( + v0 v1 ) 1 ) 63 ) ( / v1 63 ) ) 4 ) 1 ) )
8646,( == ( - ( - ( + v0 v1 ) ( * v2 8 ) ) ( + ( * v3 4 ) v1 ) ) ( - ( - ( + v0 v1 ) ( * v2 8 ) ) ( + ( * v3 4 ) v1 ) ) )
8647,( == ( max ( - -4 ( * ( max ( min ( - v0 ( / v1 126 ) ) ( + ( * ( / v2 4 ) 4 ) 3 ) ) 0 ) 8 ) ) ( - ( * ( max v2 0 ) -8 ) 4 ) ) ( max ( - -4 ( * ( max ( min ( - v0 ( / v1 126 ) ) ( + ( * ( / v2 4 ) 4 ) 3 ) ) 0 ) 8 ) ) ( - ( * ( max v2 0 ) -8 ) 4 ) ) )
8648,( == ( / ( + ( * ( - ( / ( + ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 4 ) 8 ) 3994 ) -5 ) 131 ) 126 ) ( / ( max ( / ( - ( max ( min ( * ( / v1 4 ) 8 ) 4004 ) 5 ) 13 ) 2 ) 0 ) 63 ) ) 8 ) 40 ) 33 ) ( / ( + ( * ( - ( / ( + ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 4 ) 8 ) 3994 ) -5 ) 131 ) 126 ) ( / ( max ( / ( - ( max ( min ( * ( / v1 4 ) 8 ) 4004 ) 5 ) 13 ) 2 ) 0 ) 63 ) ) 8 ) 40 ) 33 ) )
8649,( == ( - ( min ( * ( min ( max v0 0 ) ( + ( + ( * v1 156 ) v2 ) 155 ) ) 8 ) ( + ( * ( + ( * v3 8 ) ( + ( * v1 156 ) v2 ) ) 8 ) 52 ) ) ( * ( + ( * v3 16 ) ( + ( * v1 312 ) ( + ( * v2 2 ) v4 ) ) ) 4 ) ) ( - ( min ( * ( min ( max v0 0 ) ( + ( + ( * v1 156 ) v2 ) 155 ) ) 8 ) ( + ( * ( + ( * v3 8 ) ( + ( * v1 156 ) v2 ) ) 8 ) 52 ) ) ( * ( + ( * v3 16 ) ( + ( * v1 312 ) ( + ( * v2 2 ) v4 ) ) ) 4 ) ) )
8650,( == ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( * v2 4 ) ) ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( * v2 4 ) ) )
8651,( == ( min ( max ( min v0 249 ) 0 ) ( + v1 14 ) ) ( min ( max ( min v0 249 ) 0 ) ( + v1 14 ) ) )
8652,( == ( + ( max ( min ( + ( * v0 12 ) ( - ( max ( min ( + ( * v1 32 ) v2 ) 1245 ) 246 ) ( max ( min ( + ( * v1 32 ) v2 ) 1214 ) 215 ) ) ) 33 ) 30 ) ( min ( + ( max ( min ( + ( * v1 32 ) v2 ) 1214 ) 215 ) 30 ) v3 ) ) ( + ( max ( min ( + ( * v0 12 ) ( - ( max ( min ( + ( * v1 32 ) v2 ) 1245 ) 246 ) ( max ( min ( + ( * v1 32 ) v2 ) 1214 ) 215 ) ) ) 33 ) 30 ) ( min ( + ( max ( min ( + ( * v1 32 ) v2 ) 1214 ) 215 ) 30 ) v3 ) ) )
8653,( == ( min ( + ( * v0 4 ) v1 ) ( + v2 3 ) ) ( min ( + ( * v0 4 ) v1 ) ( + v2 3 ) ) )
8654,( == ( min ( max ( min ( * ( / ( + ( + v0 v1 ) 127 ) 32 ) 4 ) 246 ) -3 ) ( + ( max ( min ( * ( / v1 32 ) 4 ) 285 ) 36 ) 84 ) ) ( min ( max ( min ( * ( / ( + ( + v0 v1 ) 127 ) 32 ) 4 ) 246 ) -3 ) ( + ( max ( min ( * ( / v1 32 ) 4 ) 285 ) 36 ) 84 ) ) )
8655,( == ( min ( + ( * v0 4 ) v1 ) ( + v2 1 ) ) ( min ( + ( * v0 4 ) v1 ) ( + v2 1 ) ) )
8656,( == ( min ( * ( / ( + ( + v0 v1 ) 15 ) 16 ) 8 ) ( + ( * ( + ( / v1 16 ) ( * v2 64 ) ) 8 ) 493 ) ) ( min ( * ( / ( + ( + v0 v1 ) 15 ) 16 ) 8 ) ( + ( * ( + ( / v1 16 ) ( * v2 64 ) ) 8 ) 493 ) ) )
8657,( == ( + ( * v0 1120 ) ( * ( / ( min ( / v1 8 ) 0 ) 16 ) 128 ) ) ( + ( * v0 1120 ) ( * ( / ( min ( / v1 8 ) 0 ) 16 ) 128 ) ) )
8658,( == ( * ( / ( * v0 -504 ) 6 ) 6 ) ( * v0 -504 ) )
8659,( == ( / ( + ( * ( - ( / ( + ( + v0 v1 ) 1 ) 126 ) ( / v1 126 ) ) 64 ) 324 ) 260 ) ( / ( + ( * ( - ( / ( + ( + v0 v1 ) 1 ) 126 ) ( / v1 126 ) ) 64 ) 324 ) 260 ) )
8660,( == ( + ( * v0 4 ) ( + ( min ( / ( + ( + v1 v2 ) 191 ) 2 ) ( + ( / ( + v1 v2 ) 2 ) ( * v3 32 ) ) ) ( / ( min ( * v4 252 ) 748 ) 2 ) ) ) ( + ( * v0 4 ) ( + ( min ( / ( + ( + v1 v2 ) 191 ) 2 ) ( + ( / ( + v1 v2 ) 2 ) ( * v3 32 ) ) ) ( / ( min ( * v4 252 ) 748 ) 2 ) ) ) )
8661,( == ( min ( / ( + ( + v0 v1 ) 43 ) 4 ) ( - ( + ( * v2 4 ) v3 ) 5 ) ) ( min ( / ( + ( + v0 v1 ) 43 ) 4 ) ( - ( + ( * v2 4 ) v3 ) 5 ) ) )
8662,( == ( min ( / ( + ( + v0 v1 ) 7 ) 8 ) ( + ( + ( * v2 128 ) ( + ( min ( * v3 63 ) 65 ) ( / v1 8 ) ) ) 62 ) ) ( min ( / ( + ( + v0 v1 ) 7 ) 8 ) ( + ( + ( * v2 128 ) ( + ( min ( * v3 63 ) 65 ) ( / v1 8 ) ) ) 62 ) ) )
8663,( == ( min ( max ( min v0 2007 ) 13 ) ( + ( + ( min v0 2007 ) v1 ) 22 ) ) ( min ( max ( min v0 2007 ) 13 ) ( + ( + ( min v0 2007 ) v1 ) 22 ) ) )
8664,( == v0 ( - ( + v0 ( + -9 10 ) ) 1 ) )
8665,( == ( - ( / ( + ( + v0 v1 ) 11 ) 16 ) ( + ( * v2 4 ) v3 ) ) ( - ( / ( + ( + v0 v1 ) 11 ) 16 ) ( + ( * v2 4 ) v3 ) ) )
8666,( == ( + ( / ( - ( max ( min v0 2246 ) 247 ) 247 ) 4 ) ( * v1 4 ) ) ( + ( / ( - ( max ( min v0 2246 ) 247 ) 247 ) 4 ) ( * v1 4 ) ) )
8667,( == ( - ( max ( min ( + ( min ( + ( * v0 128 ) 128 ) v1 ) v2 ) 2000 ) 1 ) ( max ( min ( + ( * v0 128 ) v2 ) 1999 ) 0 ) ) ( - ( max ( min ( + ( min ( + ( * v0 128 ) 128 ) v1 ) v2 ) 2000 ) 1 ) ( max ( min ( + ( * v0 128 ) v2 ) 1999 ) 0 ) ) )
8668,( == ( - v0 ( / ( + ( + v1 v2 ) 15 ) 16 ) ) ( - v0 ( / ( + ( + v1 v2 ) 15 ) 16 ) ) )
8669,( != ( / ( + v0 15 ) 13 ) 0 )
8670,( == ( / ( + ( * ( - ( / ( + ( + v0 v1 ) 64 ) 65 ) ( / v1 65 ) ) 8 ) 79 ) 66 ) ( / ( + ( * ( - ( / ( + ( + v0 v1 ) 64 ) 65 ) ( / v1 65 ) ) 8 ) 79 ) 66 ) )
8671,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( * v0 4 ) v1 ) 0 ) ( + ( + ( * v0 4 ) 0 ) v1 ) ) ) ( >= ( + ( + ( * v0 4 ) v1 ) 3 ) ( + ( + ( * v0 4 ) ( - ( + 4 0 ) 1 ) ) v1 ) ) ) ( <= v2 v2 ) ) ( >= v2 v2 ) ) ( <= 0 0 ) ) ( >= ( - ( + 14 0 ) 1 ) ( - ( + 14 0 ) 1 ) ) )
8672,( == ( - ( - ( * ( / ( - ( + v0 v1 ) 1 ) 1000 ) 256 ) ( * v2 3 ) ) ( * ( / v1 1000 ) 256 ) ) ( - ( - ( * ( / ( - ( + v0 v1 ) 1 ) 1000 ) 256 ) ( * v2 3 ) ) ( * ( / v1 1000 ) 256 ) ) )
8673,( >= ( - ( * v0 8 ) 101 ) ( - ( + ( - ( * v0 8 ) 101 ) 139 ) 1 ) )
8674,( == ( max ( * ( min ( - ( + ( + ( * v0 2 ) v1 ) v2 ) v3 ) 32 ) 4 ) ( + ( min ( + ( * v1 4 ) ( + ( * v0 8 ) ( - ( * v2 4 ) ( min ( * ( + ( + ( * v0 2 ) v1 ) v2 ) 4 ) ( + ( * v3 4 ) 125 ) ) ) ) ) 3 ) 125 ) ) ( max ( * ( min ( - ( + ( + ( * v0 2 ) v1 ) v2 ) v3 ) 32 ) 4 ) ( + ( min ( + ( * v1 4 ) ( + ( * v0 8 ) ( - ( * v2 4 ) ( min ( * ( + ( + ( * v0 2 ) v1 ) v2 ) 4 ) ( + ( * v3 4 ) 125 ) ) ) ) ) 3 ) 125 ) ) )
8675,( == ( min ( + ( max ( min v0 256 ) 7 ) 10 ) v1 ) ( min ( + ( max ( min v0 256 ) 7 ) 10 ) v1 ) )
8676,( == ( - ( max ( + ( max ( min ( + ( * v0 500 ) v1 ) ( - ( min ( + v2 v1 ) 2000 ) 500 ) ) -499 ) 11 ) ( + ( min ( * v0 500 ) ( - v2 500 ) ) v1 ) ) ( + ( min ( min ( - ( max ( min ( + ( * v0 500 ) v1 ) ( - ( min ( + v2 v1 ) 2499 ) 500 ) ) 0 ) 11 ) ( + ( * v0 500 ) v1 ) ) ( - ( + v2 v1 ) 500 ) ) ( * ( + ( * v3 66 ) v4 ) 4 ) ) ) ( - ( max ( + ( max ( min ( + ( * v0 500 ) v1 ) ( - ( min ( + v2 v1 ) 2000 ) 500 ) ) -499 ) 11 ) ( + ( min ( * v0 500 ) ( - v2 500 ) ) v1 ) ) ( + ( min ( min ( - ( max ( min ( + ( * v0 500 ) v1 ) ( - ( min ( + v2 v1 ) 2499 ) 500 ) ) 0 ) 11 ) ( + ( * v0 500 ) v1 ) ) ( - ( + v2 v1 ) 500 ) ) ( * ( + ( * v3 66 ) v4 ) 4 ) ) ) )
8677,( == ( + ( * v0 32 ) ( + ( * v1 2 ) v2 ) ) ( + ( * v0 32 ) ( + ( * v1 2 ) v2 ) ) )
8678,( == ( - ( max ( min ( min ( / ( + ( + v0 v1 ) 3 ) 4 ) ( + ( + ( / v1 4 ) ( * v2 24 ) ) 23 ) ) 499 ) 0 ) ( max ( min ( + ( / v1 4 ) ( * v2 24 ) ) 499 ) 0 ) ) ( - ( max ( min ( min ( / ( + ( + v0 v1 ) 3 ) 4 ) ( + ( + ( / v1 4 ) ( * v2 24 ) ) 23 ) ) 499 ) 0 ) ( max ( min ( + ( / v1 4 ) ( * v2 24 ) ) 499 ) 0 ) ) )
8679,( == ( * ( / ( min ( + ( * ( min ( + ( * v1 1000 ) 1000 ) v2 ) 8 ) ( * v3 8 ) ) ( + ( + ( * ( / ( + ( * ( min ( + ( * v1 -1000 ) v2 ) 1000 ) 8 ) 1 ) 4004 ) 4004 ) ( * v1 8000 ) ) ( + ( * v3 8 ) 4002 ) ) ) 8 ) 8 ) ( min ( + ( * ( min ( + ( * v1 1000 ) 1000 ) v2 ) 8 ) ( * v3 8 ) ) ( + ( + ( * ( / ( + ( * ( min ( + ( * v1 -1000 ) v2 ) 1000 ) 8 ) 1 ) 4004 ) 4004 ) ( * v1 8000 ) ) ( + ( * v3 8 ) 4002 ) ) ) )
8680,( == ( min ( + ( * v0 128 ) 111 ) v1 ) ( min ( + ( * v0 128 ) 111 ) v1 ) )
8681,( == ( max ( min ( - ( * v0 4 ) ( min ( - ( - ( * ( max ( min ( * ( min ( / ( + ( + v1 v2 ) 499 ) 500 ) 3 ) 8 ) 22 ) -7 ) 8 ) ( * v3 90 ) ) v4 ) -134 ) ) 223 ) ( + ( min ( - v4 v5 ) 3 ) 220 ) ) ( max ( min ( - ( * v0 4 ) ( min ( - ( - ( * ( max ( min ( * ( min ( / ( + ( + v1 v2 ) 499 ) 500 ) 3 ) 8 ) 22 ) -7 ) 8 ) ( * v3 90 ) ) v4 ) -134 ) ) 223 ) ( + ( min ( - v4 v5 ) 3 ) 220 ) ) )
8682,( == ( min ( + ( * v0 13 ) ( + ( * v1 24 ) ( + ( / v2 2 ) ( * v3 63 ) ) ) ) ( + ( + ( * v3 63 ) ( + ( min ( * v1 24 ) 43 ) ( / v2 2 ) ) ) 14 ) ) ( min ( + ( * v0 13 ) ( + ( * v1 24 ) ( + ( / v2 2 ) ( * v3 63 ) ) ) ) ( + ( + ( * v3 63 ) ( + ( min ( * v1 24 ) 43 ) ( / v2 2 ) ) ) 14 ) ) )
8683,( == ( min ( * v0 4 ) ( + v1 22 ) ) ( min ( * v0 4 ) ( + v1 22 ) ) )
8684,( == ( min ( - 667 ( * ( + ( * v0 56 ) v1 ) 4 ) ) ( + ( - ( max ( * ( / ( + ( + v2 v3 ) 64 ) 65 ) 64 ) 1975 ) ( + ( * ( + ( * v0 56 ) v1 ) 4 ) v4 ) ) 12 ) ) ( min ( - 667 ( * ( + ( * v0 56 ) v1 ) 4 ) ) ( + ( - ( max ( * ( / ( + ( + v2 v3 ) 64 ) 65 ) 64 ) 1975 ) ( + ( * ( + ( * v0 56 ) v1 ) 4 ) v4 ) ) 12 ) ) )
8685,( && ( && ( && ( && ( && ( && 1 ( <= ( + 0 ( + ( min ( * v0 128 ) 872 ) v1 ) ) ( + ( min ( * v0 128 ) 872 ) v1 ) ) ) ( >= ( + 3 ( + ( + ( min ( * v0 128 ) 872 ) v1 ) 124 ) ) ( + ( + ( min ( * v0 128 ) 872 ) 127 ) v1 ) ) ) ( <= v2 ( + 0 v2 ) ) ) ( >= ( + v2 7 ) ( + ( - ( + 8 0 ) 1 ) v2 ) ) ) ( <= v3 v3 ) ) ( >= v3 v3 ) )
8686,( == ( min ( + ( / ( + ( + v0 v1 ) 31 ) 32 ) ( * v2 -4 ) ) ( + ( / v1 32 ) 3 ) ) ( min ( + ( / ( + ( + v0 v1 ) 31 ) 32 ) ( * v2 -4 ) ) ( + ( / v1 32 ) 3 ) ) )
8687,( != ( / ( + v0 43 ) 29 ) 0 )
8688,( == ( * ( / ( * ( % v0 ( / ( + v1 43 ) 8 ) ) -8 ) 4 ) 4 ) ( * ( % v0 ( / ( + v1 43 ) 8 ) ) -8 ) )
8689,( == ( min ( + ( * v0 126 ) 115 ) v1 ) ( min ( + ( * v0 126 ) 115 ) v1 ) )
8690,( == ( min ( - ( + ( * v0 4 ) v1 ) 1 ) v2 ) ( min ( - ( + ( * v0 4 ) v1 ) 1 ) v2 ) )
8691,( == ( - ( / ( + ( + v0 v1 ) 1 ) 2 ) ( + ( * ( + ( * v2 2 ) v3 ) 4 ) v4 ) ) ( - ( / ( + ( + v0 v1 ) 1 ) 2 ) ( + ( * ( + ( * v2 2 ) v3 ) 4 ) v4 ) ) )
8692,( == ( + ( * v0 131 ) ( + ( / ( + v1 v2 ) 2 ) ( * v3 16 ) ) ) ( + ( * v0 131 ) ( + ( / ( + v1 v2 ) 2 ) ( * v3 16 ) ) ) )
8693,( && ( && ( && ( && ( && ( && 1 ( <= ( + 0 ( - ( min ( / v0 8 ) 0 ) 1 ) ) ( - ( + 0 ( min ( / v0 8 ) 0 ) ) 1 ) ) ) ( >= ( + 3 ( + ( + ( min ( / v0 8 ) 0 ) ( * ( / ( + v1 3 ) 4 ) 4 ) ) 4 ) ) ( + ( + ( - ( + 4 0 ) 1 ) ( + ( min ( / v0 8 ) 0 ) ( * ( / ( + v1 3 ) 4 ) 4 ) ) ) ( - ( - 6 1 ) 1 ) ) ) ) ( <= ( + -1 v2 ) ( + -1 v2 ) ) ) ( >= ( + ( - ( - 6 1 ) 1 ) v2 ) ( + ( - ( - 6 1 ) 1 ) v2 ) ) ) ( <= v3 v3 ) ) ( >= v3 v3 ) )
8694,( == ( min ( + ( max ( min ( / ( + ( + v0 v1 ) 124 ) 8 ) 249 ) 0 ) 1 ) v2 ) ( min ( + ( max ( min ( / ( + ( + v0 v1 ) 124 ) 8 ) 249 ) 0 ) 1 ) v2 ) )
8695,( == ( - ( * v0 2 ) 92 ) ( - ( + ( - ( * v0 2 ) 92 ) ( + ( * ( min ( - ( min ( + v1 17 ) v2 ) ( + ( * v3 3 ) v1 ) ) -58 ) 2 ) 122 ) ) 1 ) )
8696,( && ( && ( && ( && ( && ( && 1 ( <= ( + 0 ( + ( min ( * v0 252 ) 248 ) v1 ) ) ( + ( min ( * v0 252 ) 248 ) v1 ) ) ) ( >= ( + 3 ( + ( + ( min ( * v0 252 ) 248 ) v1 ) 248 ) ) ( + ( + ( min ( * v0 252 ) 248 ) 251 ) v1 ) ) ) ( <= ( + ( + ( * v2 250 ) ( + ( min ( * v3 63 ) 187 ) v4 ) ) v5 ) ( + ( + ( * v2 250 ) ( + ( min ( * v3 63 ) 187 ) v4 ) ) v5 ) ) ) ( >= ( + ( + ( * v2 250 ) ( + ( min ( * v3 63 ) 187 ) v4 ) ) v5 ) ( + ( + ( * v2 250 ) ( + ( min ( * v3 63 ) 187 ) v4 ) ) v5 ) ) ) ( <= v6 v6 ) ) ( >= v6 v6 ) )
8697,( == ( min ( + ( max ( min ( + v0 v1 ) 1999 ) 0 ) ( * ( / ( + v2 131 ) 4 ) 4 ) ) ( + ( max ( min ( + v0 v1 ) 1875 ) -124 ) 128 ) ) ( min ( + ( max ( min ( + v0 v1 ) 1999 ) 0 ) ( * ( / ( + v2 131 ) 4 ) 4 ) ) ( + ( max ( min ( + v0 v1 ) 1875 ) -124 ) 128 ) ) )
8698,( == ( + ( / ( - ( max ( * ( / ( - ( + v0 v1 ) 1 ) 65 ) 8 ) 239 ) v2 ) 4 ) ( * v3 -9 ) ) ( + ( / ( - ( max ( * ( / ( - ( + v0 v1 ) 1 ) 65 ) 8 ) 239 ) v2 ) 4 ) ( * v3 -9 ) ) )
8699,( == ( - v0 ( max ( min ( + ( * ( + ( * v1 2 ) v2 ) 2 ) v3 ) 1117 ) 118 ) ) ( - v0 ( max ( min ( + ( * ( + ( * v1 2 ) v2 ) 2 ) v3 ) 1117 ) 118 ) ) )
8700,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( * 0 4 ) ( + ( * v0 4 ) ( + ( * v1 1000 ) v2 ) ) ) 0 ) ( + ( * v0 4 ) ( + ( * v1 1000 ) v2 ) ) ) ) ( >= ( + ( + ( * 0 4 ) ( + ( * v0 4 ) ( + ( * v1 1000 ) v2 ) ) ) 3 ) ( + ( + ( * v0 4 ) ( + ( * v1 1000 ) v2 ) ) 3 ) ) ) ( <= 0 0 ) ) ( >= 0 0 ) ) ( <= 0 0 ) ) ( >= ( - ( + 25 0 ) 1 ) ( - ( + 25 0 ) 1 ) ) )
8701,( == ( max ( - -4 ( * ( max ( min ( - ( max ( / ( + ( + v0 v1 ) 7 ) 8 ) 0 ) ( + ( * v2 8 ) ( + ( min ( / v1 8 ) 249 ) ( * v3 16 ) ) ) ) 7 ) 0 ) 8 ) ) ( - ( * ( max ( min v4 0 ) -7 ) 8 ) 4 ) ) ( max ( - -4 ( * ( max ( min ( - ( max ( / ( + ( + v0 v1 ) 7 ) 8 ) 0 ) ( + ( * v2 8 ) ( + ( min ( / v1 8 ) 249 ) ( * v3 16 ) ) ) ) 7 ) 0 ) 8 ) ) ( - ( * ( max ( min v4 0 ) -7 ) 8 ) 4 ) ) )
8702,( == ( min ( - 495 ( * ( + ( * v0 16 ) v1 ) 4 ) ) ( + ( * ( - ( * v2 2 ) ( + ( * ( + ( * v3 62 ) v4 ) 2 ) ( + ( * v0 16 ) v1 ) ) ) 4 ) 552 ) ) ( min ( - 495 ( * ( + ( * v0 16 ) v1 ) 4 ) ) ( + ( * ( - ( * v2 2 ) ( + ( * ( + ( * v3 62 ) v4 ) 2 ) ( + ( * v0 16 ) v1 ) ) ) 4 ) 552 ) ) )
8703,( == ( min ( + ( * v0 16 ) v1 ) ( - v2 15 ) ) ( min ( + ( * v0 16 ) v1 ) ( - v2 15 ) ) )
8704,( == ( min ( max ( min ( / ( - ( + v0 v1 ) 1 ) 2 ) 999 ) 0 ) ( + ( + ( min ( * v2 32 ) 468 ) v3 ) 31 ) ) ( min ( max ( min ( / ( - ( + v0 v1 ) 1 ) 2 ) 999 ) 0 ) ( + ( + ( min ( * v2 32 ) 468 ) v3 ) 31 ) ) )
8705,( == ( + ( min ( * ( / v0 16 ) 8 ) 4 ) ( * ( / v1 14 ) 505 ) ) ( + ( min ( * ( / v0 16 ) 8 ) 4 ) ( * ( / v1 14 ) 505 ) ) )
8706,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( * 0 4 ) ( + ( * v0 4 ) ( + ( * v1 8 ) v2 ) ) ) 0 ) ( + ( * v0 4 ) ( + ( * v1 8 ) v2 ) ) ) ) ( >= ( + ( + ( * 0 4 ) ( + ( * v0 4 ) ( + ( * v1 8 ) v2 ) ) ) 3 ) ( + ( + ( * v0 4 ) ( + ( * v1 8 ) v2 ) ) 3 ) ) ) ( <= ( * v3 8 ) ( * v3 8 ) ) ) ( >= ( * v3 8 ) ( * v3 8 ) ) ) ( <= v4 v4 ) ) ( >= v4 v4 ) )
8707,( == ( / ( + ( - ( / ( + ( + v0 v1 ) 71 ) 8 ) ( / v1 8 ) ) 137 ) 132 ) ( / ( + ( - ( / ( + ( + v0 v1 ) 71 ) 8 ) ( / v1 8 ) ) 137 ) 132 ) )
8708,( == ( / ( + ( - ( max ( min ( / ( + ( + v0 v1 ) 47 ) 16 ) 124 ) 0 ) ( max ( min ( / v1 16 ) 126 ) 2 ) ) 34 ) 32 ) ( / ( + ( - ( max ( min ( / ( + ( + v0 v1 ) 47 ) 16 ) 124 ) 0 ) ( max ( min ( / v1 16 ) 126 ) 2 ) ) 34 ) 32 ) )
8709,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( + ( * -1 4 ) v0 ) 0 ) 2 ) ( - ( + ( + ( * ( max -1 0 ) 4 ) v0 ) 0 ) 2 ) ) ) ( >= ( + ( + ( + ( * 11 4 ) v0 ) 3 ) 2 ) ( + ( + ( + ( * 11 4 ) v0 ) ( - ( + 4 0 ) 1 ) ) ( - ( - 5 2 ) 1 ) ) ) ) ( <= ( + -2 v1 ) ( + -2 v1 ) ) ) ( >= ( + ( - ( - 5 2 ) 1 ) v1 ) ( + ( - ( - 5 2 ) 1 ) v1 ) ) ) ( <= ( + ( + ( * v2 2 ) v3 ) v4 ) ( + ( + ( * v2 2 ) v3 ) v4 ) ) ) ( >= ( + ( + ( * v2 2 ) v3 ) v4 ) ( + ( + ( * v2 2 ) v3 ) v4 ) ) )
8710,( == ( min ( - 503 ( * ( + ( * v0 32 ) v1 ) 4 ) ) ( - 10 ( * ( + ( * ( min ( - ( / ( - ( + v2 v3 ) 1 ) 8 ) ( * v4 128 ) ) ( + ( / v3 8 ) 127 ) ) -2 ) ( + ( * ( + ( / v3 8 ) ( * v5 63 ) ) 2 ) ( + ( * v0 32 ) v1 ) ) ) 4 ) ) ) ( min ( - 503 ( * ( + ( * v0 32 ) v1 ) 4 ) ) ( - 10 ( * ( + ( * ( min ( - ( / ( - ( + v2 v3 ) 1 ) 8 ) ( * v4 128 ) ) ( + ( / v3 8 ) 127 ) ) -2 ) ( + ( * ( + ( / v3 8 ) ( * v5 63 ) ) 2 ) ( + ( * v0 32 ) v1 ) ) ) 4 ) ) ) )
8711,( == ( max ( / ( + ( min ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 62 ) 63 ) 8 ) 243 ) -6 ) ( max ( min ( * ( / v1 63 ) 8 ) 258 ) 9 ) ) v2 ) 19 ) 4 ) ( + ( max ( / v3 4 ) -4 ) 4 ) ) ( max ( / ( + ( min ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 62 ) 63 ) 8 ) 243 ) -6 ) ( max ( min ( * ( / v1 63 ) 8 ) 258 ) 9 ) ) v2 ) 19 ) 4 ) ( + ( max ( / v3 4 ) -4 ) 4 ) ) )
8712,( == ( + ( * ( % v0 8 ) 56 ) ( + ( * v1 4 ) v2 ) ) ( + ( * ( % v0 8 ) 56 ) ( + ( * v1 4 ) v2 ) ) )
8713,( >= ( max ( min v0 0 ) -3 ) ( - ( + ( max ( min v0 0 ) -3 ) ( - 2 ( max ( min v0 0 ) -3 ) ) ) 1 ) )
8714,( == ( / ( + ( - ( / ( + ( + v0 v1 ) 5 ) 2 ) ( / v1 2 ) ) 130 ) 126 ) ( / ( + ( - ( / ( + ( + v0 v1 ) 5 ) 2 ) ( / v1 2 ) ) 130 ) 126 ) )
8715,( == ( - ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) ( * v2 32 ) ) ( / v1 4 ) ) ( - ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) ( * v2 32 ) ) ( / v1 4 ) ) )
8716,( >= ( - ( max ( - ( / v0 2 ) ( / ( + ( + v1 v0 ) 13 ) 2 ) ) ( + ( - ( / ( + ( + v1 v0 ) 13 ) 2 ) ( / v0 2 ) ) 522 ) ) 515 ) 0 )
8717,( == ( + ( / ( - v0 995 ) 4 ) ( * v1 4 ) ) ( + ( / ( - v0 995 ) 4 ) ( * v1 4 ) ) )
8718,( >= ( - ( * ( + v0 v1 ) 2 ) 240 ) ( - ( + ( - ( * ( + v0 v1 ) 2 ) 240 ) 2 ) 1 ) )
